sub,intercept,beta,w_raw_pos,w_transformed_pos,w_neg_pos,w_transformed_neg
1,1.2545587556982194,7.017860214381334,-1.5501410608377837,0.06055383128246805,-2.0165422811089937,0.021871650810217413
3,0.8237369678690334,5.746634873576622,-4.027071151636961,2.823797319251309e-5,-1.4402822726818283,0.07489377736528674
4,1.2396150288895236,7.8464954770821675,-2.053490743656363,0.020012503277948346,0.3172533555986422,0.6244743163181141
6,0.031454885280796034,8.500084311322583,-3.308056560238559,0.00046972916949367116,-3.227188755258492,0.0006250648161902905
8,1.4683022721452383,8.121017587933993,-1.6442289240066608,0.05006446224732086,-1.8292176241776976,0.03368350662493952
9,1.3067767007294733,6.590870558607158,-3.6264650086363317,0.0001436638671633017,-0.9850987803544938,0.16228777620589058
10,0.06195980189747719,10.903039119487062,-3.100656459466526,0.0009654608596875724,-3.3193376883193837,0.0004511562124374091
12,0.368721332973594,8.249513677389825,-3.1872763265547257,0.0007180974642272964,-3.256954846322861,0.0005630717272950281
13,2.0840451712626145,10.283760916469694,0.6774619783487726,0.7509435569776454,-1.248329548656665,0.10595519869749459
14,0.7627177428447252,8.362515712319354,-3.8445702557383767,6.0381942084519746e-5,-1.81912856787621,0.03444590877871462
15,0.4467451574318374,4.913799310256954,0.032139005455106624,0.5128194011947131,-2.263146328179963,0.011813335247169432
16,-0.2419638256581396,11.410379960388703,-4.30614455999441,8.306225813159429e-6,-2.030783788536565,0.021138466129272726
17,1.358831678981414,5.04811690528339,-3.746972220914837,8.94909491454543e-5,-1.351633346568227,0.08824631859916598
18,0.0317574014666411,11.205448675944245,-3.514677433901983,0.0002201442159982525,-3.184005228477422,0.0007262619437113926
19,2.3984159806769276,7.111497193893247,-2.679611097829028,0.003685386971099769,-2.8354325360712,0.0022881839752765254
21,1.3297551592964236,6.145399018996109,-3.780549435481025,7.8241321496475e-5,-1.2786122282948158,0.10051682083908037
23,-0.12347970688857265,9.287778010919137,-3.2018082267475436,0.0006828394165229179,-3.2863170606519767,0.0005075334203479831
25,1.3770226316097107,8.574377609403241,-2.9846926663528217,0.001419316861100084,-2.179580132807583,0.014644299399575733
27,0.22432952958484612,8.662144331365786,-3.948895335672291,3.9256334122550474e-5,-3.0472569104558747,0.0011547011753145764
29,4.227202928963715,9.802763787914536,1.5687889723875224,0.9416514405989741,0.45478234282924085,0.6753670827676082
30,1.1081553244544495,6.474138911446504,-3.8366554338852503,6.236063465753228e-5,-1.400673711830741,0.08065583363306916
31,1.1209998859894335,6.408120981605673,-3.0744984731317944,0.00105428400383617,-3.005818475621442,0.0013243353275662062
32,0.6695534651904701,5.344026745042139,-3.3726580349221633,0.0003722317505835959,-3.1673536380479597,0.0007691656194316887
33,2.1759348000922967,8.014629708517031,0.6272216210403113,0.7347430137514527,-1.3792155309465208,0.08391415546257758
34,0.4761366739463045,8.09900235494384,-2.9173363317481535,0.00176517435455531,-3.0526272060876876,0.0011342378064673753
35,3.1834323362567636,6.319709763123004,2.104252452297825,0.9823217843621372,-1.9348228060403108,0.026506021740693442
36,-1.3350233590379263,10.948036987078673,-6.055687994322236,6.990938938855606e-10,-1.5588701190043093,0.05951356197545177
37,-0.04954746325840589,8.7629601901483,-3.5039335135006704,0.0002292199001314721,-2.874286113347181,0.0020247097127159552
39,0.7148478048306999,4.525364566425043,2.7030371954174437,0.9965645471445973,-3.15548850927614,0.0008011478881427836
40,1.39847108437832,5.493907046135821,1.7625110487229712,0.9610085043551067,-2.7759663847303013,0.002751894929491683
41,2.0254058294833848,7.139772310610187,-3.647238009645045,0.00013253718267636216,-1.258597746033398,0.10408783078909484
43,0.7667554949088646,6.13764906236411,-3.9484667832383025,3.9326663450911514e-5,-1.268216979699738,0.10236023748867601
49,1.0395558993582144,6.05029711629174,-3.6632805031018174,0.0001245027995838699,-1.3313473977165546,0.09153736457165146
50,0.8250285060324459,5.753008507681678,0.23414875857028677,0.5925652530093795,-2.768203408027378,0.0028183131915914816
52,0.6567240543471925,7.352842698796762,-3.3075868453573234,0.0004705176443385306,-3.1391858802852153,0.000847089718471028
54,0.7805337061437475,6.912001631036393,-3.891831221345672,4.974522414913363e-5,-1.4240085721124427,0.07722199532738044
56,1.1540834141373688,4.997153398770306,-3.7648547861764055,8.332295007307255e-5,-1.2889096862697194,0.098714743100412
60,-0.10334140613715158,7.909135946937946,-4.341461616360791,7.076900356783877e-6,-1.8042011514268201,0.035599889457711864
61,0.7082735108781036,6.608999033764651,-3.499576352693256,0.000232999062929784,-1.8200501916311702,0.03437568086533316
62,0.9367257748976198,9.342819783505409,0.7833371807770116,0.783285432523674,-1.601259593560705,0.05465971726026758
