sub,liks
2,32.374629803060294
3,71.13725274439604
4,47.00151912864946
5,99.23795595895774
6,53.90077295750622
8,80.53159260626894
9,65.62568549013741
10,53.723275315852476
11,60.982996456284475
12,55.49481205596007
13,60.07112123226216
14,41.36276069540119
15,57.444154092800865
16,45.22636455892645
17,75.98242678758129
18,60.18218205041714
20,68.40763184611953
21,52.94724010135677
22,56.89081285367589
23,40.177186567212104
25,73.97789285565807
28,83.46763583334169
29,76.15024703338092
31,47.92131222747534
33,38.10338835530758
34,80.87119628950896
35,78.94997864672898
36,98.63924668838975
37,71.273259353992
39,66.86175744284593
41,75.00717900941632
42,85.91731978067882
43,60.62684723471526
44,67.6573090235885
45,81.42406366780722
47,61.013476501816676
53,69.67789531930863
55,68.92465757641725
